latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
-24,21,,,,0.0,depot,1,depot_0,
26,-22,,,,0.0,depot,2,depot_1,
23,1,,,,10.0,sat,3,sat_0_0,
-24,5,,,,10.0,sat,4,sat_1_0,
10,-18,,,,10.0,sat,5,sat_2_0,
-13,-10,180.0,200.0,20.0,10.0,cust,6,cust_0,delivery
7,-13,70.0,90.0,20.0,10.0,cust,7,cust_1,pickup
4,-1,85.0,105.0,20.0,10.0,cust,8,cust_2,delivery
-2,2,340.0,360.0,20.0,10.0,cust,9,cust_3,pickup
-11,-8,172.0,192.0,20.0,10.0,cust,10,cust_4,delivery
8,0,226.0,246.0,10.0,10.0,cust,11,cust_5,pickup
-2,-2,210.0,230.0,10.0,10.0,cust,12,cust_6,delivery
5,7,338.0,358.0,10.0,10.0,cust,13,cust_7,pickup
-17,10,155.0,175.0,20.0,10.0,cust,14,cust_8,delivery
24,-3,215.0,235.0,10.0,10.0,cust,15,cust_9,pickup
-11,2,155.0,175.0,10.0,10.0,cust,16,cust_10,delivery
1,0,291.0,311.0,20.0,10.0,cust,17,cust_11,pickup
-17,10,123.0,143.0,10.0,10.0,cust,18,cust_12,delivery
8,-3,129.0,149.0,20.0,10.0,cust,19,cust_13,pickup
-25,-1,81.0,101.0,10.0,10.0,cust,20,cust_14,delivery
-11,7,119.0,139.0,20.0,10.0,cust,21,cust_15,pickup
-17,22,64.0,84.0,10.0,10.0,cust,22,cust_16,delivery
0,9,350.0,370.0,20.0,10.0,cust,23,cust_17,pickup
10,-3,208.0,228.0,20.0,10.0,cust,24,cust_18,delivery
-12,-7,247.0,267.0,20.0,10.0,cust,25,cust_19,pickup
26,14,90.0,110.0,10.0,10.0,cust,26,cust_20,delivery
13,18,179.0,199.0,10.0,10.0,cust,27,cust_21,pickup
23,-9,349.0,369.0,10.0,10.0,cust,28,cust_22,delivery
0,-1,235.0,255.0,10.0,10.0,cust,29,cust_23,pickup
3,8,270.0,290.0,10.0,10.0,cust,30,cust_24,delivery
-28,4,69.0,89.0,10.0,10.0,cust,31,cust_25,pickup
0,1,336.0,356.0,20.0,10.0,cust,32,cust_26,delivery
-10,21,112.0,132.0,20.0,10.0,cust,33,cust_27,pickup
1,-7,157.0,177.0,10.0,10.0,cust,34,cust_28,delivery
-3,11,255.0,275.0,20.0,10.0,cust,35,cust_29,pickup
13,-16,155.0,175.0,20.0,10.0,cust,36,cust_30,delivery
2,-1,201.0,221.0,20.0,10.0,cust,37,cust_31,pickup
1,0,127.0,147.0,20.0,10.0,cust,38,cust_32,delivery
-18,-14,285.0,305.0,10.0,10.0,cust,39,cust_33,pickup
4,-4,74.0,94.0,20.0,10.0,cust,40,cust_34,delivery
10,-26,359.0,379.0,20.0,10.0,cust,41,cust_35,pickup
18,1,300.0,320.0,20.0,10.0,cust,42,cust_36,delivery
25,12,353.0,373.0,10.0,10.0,cust,43,cust_37,pickup
22,6,178.0,198.0,20.0,10.0,cust,44,cust_38,delivery
30,-1,99.0,119.0,20.0,10.0,cust,45,cust_39,pickup
-4,19,82.0,102.0,20.0,10.0,cust,46,cust_40,delivery
-14,-18,227.0,247.0,20.0,10.0,cust,47,cust_41,pickup
-7,5,197.0,217.0,10.0,10.0,cust,48,cust_42,delivery
-1,12,228.0,248.0,20.0,10.0,cust,49,cust_43,pickup
-10,-9,88.0,108.0,10.0,10.0,cust,50,cust_44,delivery
-2,5,285.0,305.0,20.0,10.0,cust,51,cust_45,pickup
6,4,241.0,261.0,10.0,10.0,cust,52,cust_46,delivery
-5,-23,276.0,296.0,10.0,10.0,cust,53,cust_47,pickup
-8,-26,176.0,196.0,20.0,10.0,cust,54,cust_48,delivery
0,0,141.0,161.0,20.0,10.0,cust,55,cust_49,pickup
