latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
25,31,,,,0.0,depot,1,depot_0,
-17,36,,,,0.0,depot,2,depot_1,
-33,0,,,,0.0,depot,3,depot_2,
-30,-22,,,,0.0,depot,4,depot_3,
-11,-31,,,,0.0,depot,5,depot_4,
34,-10,,,,0.0,depot,6,depot_5,
14,17,,,,10.0,sat,7,sat_0_0,
-16,13,,,,10.0,sat,8,sat_1_0,
-12,-19,,,,10.0,sat,9,sat_2_0,
15,-15,,,,10.0,sat,10,sat_3_0,
6,-11,343.0,363.0,10.0,10.0,cust,11,cust_0,delivery
2,-9,213.0,233.0,20.0,10.0,cust,12,cust_1,pickup
-3,3,307.0,327.0,10.0,10.0,cust,13,cust_2,delivery
2,-17,187.0,207.0,10.0,10.0,cust,14,cust_3,pickup
4,-6,242.0,262.0,10.0,10.0,cust,15,cust_4,delivery
20,21,280.0,300.0,20.0,10.0,cust,16,cust_5,pickup
-13,-21,193.0,213.0,20.0,10.0,cust,17,cust_6,delivery
-22,9,295.0,315.0,10.0,10.0,cust,18,cust_7,pickup
-3,-8,176.0,196.0,10.0,10.0,cust,19,cust_8,delivery
-4,-4,353.0,373.0,20.0,10.0,cust,20,cust_9,pickup
2,4,251.0,271.0,20.0,10.0,cust,21,cust_10,delivery
5,-11,184.0,204.0,10.0,10.0,cust,22,cust_11,pickup
15,-6,100.0,120.0,10.0,10.0,cust,23,cust_12,delivery
-7,-14,307.0,327.0,10.0,10.0,cust,24,cust_13,pickup
-14,-1,275.0,295.0,10.0,10.0,cust,25,cust_14,delivery
-13,12,87.0,107.0,10.0,10.0,cust,26,cust_15,pickup
-2,1,126.0,146.0,10.0,10.0,cust,27,cust_16,delivery
9,17,341.0,361.0,20.0,10.0,cust,28,cust_17,pickup
-14,8,131.0,151.0,20.0,10.0,cust,29,cust_18,delivery
-13,12,220.0,240.0,10.0,10.0,cust,30,cust_19,pickup
14,-18,184.0,204.0,10.0,10.0,cust,31,cust_20,delivery
25,14,90.0,110.0,20.0,10.0,cust,32,cust_21,pickup
5,3,213.0,233.0,20.0,10.0,cust,33,cust_22,delivery
-3,8,303.0,323.0,10.0,10.0,cust,34,cust_23,pickup
26,6,233.0,253.0,10.0,10.0,cust,35,cust_24,delivery
3,-14,216.0,236.0,20.0,10.0,cust,36,cust_25,pickup
-2,-2,353.0,373.0,20.0,10.0,cust,37,cust_26,delivery
-9,24,90.0,110.0,10.0,10.0,cust,38,cust_27,pickup
-26,0,109.0,129.0,20.0,10.0,cust,39,cust_28,delivery
-7,-3,209.0,229.0,10.0,10.0,cust,40,cust_29,pickup
