latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
31,24,,,,0.0,depot,1,depot_0,
-9,34,,,,0.0,depot,2,depot_1,
-31,17,,,,0.0,depot,3,depot_2,
-25,-27,,,,0.0,depot,4,depot_3,
0,-31,,,,0.0,depot,5,depot_4,
32,-11,,,,0.0,depot,6,depot_5,
23,8,,,,10.0,sat,7,sat_0_0,
-14,17,,,,10.0,sat,8,sat_1_0,
-20,-5,,,,10.0,sat,9,sat_2_0,
5,-20,,,,10.0,sat,10,sat_3_0,
11,0,70.0,90.0,19.0,10.0,cust,11,cust_0,delivery
18,21,31.0,51.0,23.0,10.0,cust,12,cust_1,pickup
-1,-3,68.0,88.0,7.0,10.0,cust,13,cust_2,delivery
-23,-7,98.0,118.0,15.0,10.0,cust,14,cust_3,pickup
-22,9,135.0,155.0,10.0,10.0,cust,15,cust_4,delivery
-1,24,251.0,271.0,19.0,10.0,cust,16,cust_5,pickup
-20,-3,53.0,73.0,6.0,10.0,cust,17,cust_6,delivery
1,10,183.0,203.0,17.0,10.0,cust,18,cust_7,pickup
6,25,43.0,63.0,9.0,10.0,cust,19,cust_8,delivery
-8,-22,211.0,231.0,20.0,10.0,cust,20,cust_9,pickup
2,-4,255.0,275.0,18.0,10.0,cust,21,cust_10,delivery
27,10,23.0,43.0,17.0,10.0,cust,22,cust_11,pickup
15,10,190.0,210.0,10.0,10.0,cust,23,cust_12,delivery
-7,17,216.0,236.0,5.0,10.0,cust,24,cust_13,pickup
6,3,160.0,180.0,8.0,10.0,cust,25,cust_14,delivery
-14,-23,216.0,236.0,6.0,10.0,cust,26,cust_15,pickup
0,0,213.0,233.0,18.0,10.0,cust,27,cust_16,delivery
-29,4,162.0,182.0,6.0,10.0,cust,28,cust_17,pickup
16,-3,198.0,218.0,6.0,10.0,cust,29,cust_18,delivery
-19,-10,258.0,278.0,14.0,10.0,cust,30,cust_19,pickup
5,1,98.0,118.0,20.0,10.0,cust,31,cust_20,delivery
3,-11,243.0,263.0,23.0,10.0,cust,32,cust_21,pickup
15,-18,113.0,133.0,24.0,10.0,cust,33,cust_22,delivery
9,-6,36.0,56.0,17.0,10.0,cust,34,cust_23,pickup
-1,0,234.0,254.0,18.0,10.0,cust,35,cust_24,delivery
1,-4,248.0,268.0,5.0,10.0,cust,36,cust_25,pickup
-9,-8,90.0,110.0,14.0,10.0,cust,37,cust_26,delivery
1,0,148.0,168.0,7.0,10.0,cust,38,cust_27,pickup
-12,0,149.0,169.0,10.0,10.0,cust,39,cust_28,delivery
-8,-3,53.0,73.0,18.0,10.0,cust,40,cust_29,pickup
