latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
12,28,,,,0.0,depot,1,depot_0,
-28,-13,,,,0.0,depot,2,depot_1,
-9,-36,,,,0.0,depot,3,depot_2,
16,13,,,,10.0,sat,4,sat_0_0,
-17,18,,,,10.0,sat,5,sat_1_0,
-23,3,,,,10.0,sat,6,sat_2_0,
-12,-21,,,,10.0,sat,7,sat_3_0,
12,-19,,,,10.0,sat,8,sat_4_0,
6,-8,284.0,304.0,10.0,10.0,cust,9,cust_0,delivery
-11,26,325.0,345.0,10.0,10.0,cust,10,cust_1,pickup
-6,20,161.0,181.0,10.0,10.0,cust,11,cust_2,delivery
2,19,96.0,116.0,20.0,10.0,cust,12,cust_3,pickup
-2,20,258.0,278.0,20.0,10.0,cust,13,cust_4,delivery
11,2,258.0,278.0,10.0,10.0,cust,14,cust_5,pickup
19,-6,144.0,164.0,20.0,10.0,cust,15,cust_6,delivery
8,13,313.0,333.0,20.0,10.0,cust,16,cust_7,pickup
-15,-8,194.0,214.0,10.0,10.0,cust,17,cust_8,delivery
-8,-18,295.0,315.0,20.0,10.0,cust,18,cust_9,pickup
4,1,349.0,369.0,10.0,10.0,cust,19,cust_10,delivery
-12,-5,310.0,330.0,10.0,10.0,cust,20,cust_11,pickup
-5,24,148.0,168.0,20.0,10.0,cust,21,cust_12,delivery
4,-28,353.0,373.0,10.0,10.0,cust,22,cust_13,pickup
-2,-5,151.0,171.0,10.0,10.0,cust,23,cust_14,delivery
9,24,121.0,141.0,20.0,10.0,cust,24,cust_15,pickup
2,0,190.0,210.0,10.0,10.0,cust,25,cust_16,delivery
-12,19,143.0,163.0,10.0,10.0,cust,26,cust_17,pickup
-2,28,148.0,168.0,10.0,10.0,cust,27,cust_18,delivery
9,-6,212.0,232.0,20.0,10.0,cust,28,cust_19,pickup
-6,-3,314.0,334.0,20.0,10.0,cust,29,cust_20,delivery
6,6,157.0,177.0,20.0,10.0,cust,30,cust_21,pickup
-28,-4,287.0,307.0,20.0,10.0,cust,31,cust_22,delivery
0,0,313.0,333.0,20.0,10.0,cust,32,cust_23,pickup
-27,6,230.0,250.0,20.0,10.0,cust,33,cust_24,delivery
10,-27,280.0,300.0,20.0,10.0,cust,34,cust_25,pickup
2,-20,268.0,288.0,20.0,10.0,cust,35,cust_26,delivery
12,-16,359.0,379.0,10.0,10.0,cust,36,cust_27,pickup
-12,-23,223.0,243.0,20.0,10.0,cust,37,cust_28,delivery
18,15,223.0,243.0,10.0,10.0,cust,38,cust_29,pickup
1,0,102.0,122.0,10.0,10.0,cust,39,cust_30,delivery
13,11,258.0,278.0,10.0,10.0,cust,40,cust_31,pickup
8,7,77.0,97.0,20.0,10.0,cust,41,cust_32,delivery
23,12,273.0,293.0,20.0,10.0,cust,42,cust_33,pickup
-18,0,252.0,272.0,10.0,10.0,cust,43,cust_34,delivery
21,-10,275.0,295.0,10.0,10.0,cust,44,cust_35,pickup
0,-23,271.0,291.0,20.0,10.0,cust,45,cust_36,delivery
10,22,258.0,278.0,10.0,10.0,cust,46,cust_37,pickup
3,8,137.0,157.0,10.0,10.0,cust,47,cust_38,delivery
-14,-8,234.0,254.0,20.0,10.0,cust,48,cust_39,pickup
0,-24,341.0,361.0,10.0,10.0,cust,49,cust_40,delivery
-1,-1,335.0,355.0,20.0,10.0,cust,50,cust_41,pickup
-11,-13,104.0,124.0,10.0,10.0,cust,51,cust_42,delivery
-14,-15,238.0,258.0,20.0,10.0,cust,52,cust_43,pickup
-1,-4,111.0,131.0,10.0,10.0,cust,53,cust_44,delivery
-1,15,299.0,319.0,10.0,10.0,cust,54,cust_45,pickup
2,-2,267.0,287.0,10.0,10.0,cust,55,cust_46,delivery
7,1,211.0,231.0,10.0,10.0,cust,56,cust_47,pickup
16,-17,200.0,220.0,20.0,10.0,cust,57,cust_48,delivery
4,26,102.0,122.0,20.0,10.0,cust,58,cust_49,pickup
