latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
34,14,,,,0.0,depot,1,depot_0,
9,32,,,,0.0,depot,2,depot_1,
-18,27,,,,0.0,depot,3,depot_2,
-38,-9,,,,0.0,depot,4,depot_3,
11,-38,,,,0.0,depot,5,depot_4,
31,-18,,,,0.0,depot,6,depot_5,
7,20,,,,10.0,sat,7,sat_0_0,
-14,16,,,,10.0,sat,8,sat_1_0,
-7,-23,,,,10.0,sat,9,sat_2_0,
21,-4,,,,10.0,sat,10,sat_3_0,
-1,5,173.0,263.0,10.0,10.0,cust,11,cust_0,delivery
-6,-3,175.0,265.0,20.0,10.0,cust,12,cust_1,pickup
-7,7,142.0,232.0,20.0,10.0,cust,13,cust_2,delivery
-3,13,277.0,367.0,10.0,10.0,cust,14,cust_3,pickup
5,-7,179.0,269.0,20.0,10.0,cust,15,cust_4,delivery
3,5,154.0,244.0,10.0,10.0,cust,16,cust_5,pickup
15,19,353.0,443.0,20.0,10.0,cust,17,cust_6,delivery
-3,-1,312.0,402.0,10.0,10.0,cust,18,cust_7,pickup
-6,25,326.0,416.0,10.0,10.0,cust,19,cust_8,delivery
-2,-21,181.0,271.0,20.0,10.0,cust,20,cust_9,pickup
-5,-10,329.0,419.0,10.0,10.0,cust,21,cust_10,delivery
-22,-2,157.0,247.0,20.0,10.0,cust,22,cust_11,pickup
-8,-18,313.0,403.0,10.0,10.0,cust,23,cust_12,delivery
-22,19,212.0,302.0,10.0,10.0,cust,24,cust_13,pickup
1,2,301.0,391.0,10.0,10.0,cust,25,cust_14,delivery
-2,-18,224.0,314.0,20.0,10.0,cust,26,cust_15,pickup
-17,-10,227.0,317.0,20.0,10.0,cust,27,cust_16,delivery
-5,-7,359.0,449.0,20.0,10.0,cust,28,cust_17,pickup
-1,3,316.0,406.0,10.0,10.0,cust,29,cust_18,delivery
3,-20,189.0,279.0,10.0,10.0,cust,30,cust_19,pickup
-1,10,168.0,258.0,20.0,10.0,cust,31,cust_20,delivery
-4,-13,146.0,236.0,20.0,10.0,cust,32,cust_21,pickup
-2,-17,128.0,218.0,20.0,10.0,cust,33,cust_22,delivery
-4,2,245.0,335.0,20.0,10.0,cust,34,cust_23,pickup
3,-3,262.0,352.0,10.0,10.0,cust,35,cust_24,delivery
-7,0,106.0,196.0,10.0,10.0,cust,36,cust_25,pickup
20,-4,83.0,173.0,20.0,10.0,cust,37,cust_26,delivery
25,-16,192.0,282.0,20.0,10.0,cust,38,cust_27,pickup
-19,-22,171.0,261.0,10.0,10.0,cust,39,cust_28,delivery
25,0,313.0,403.0,20.0,10.0,cust,40,cust_29,pickup
-2,-10,306.0,396.0,20.0,10.0,cust,41,cust_30,delivery
7,-1,275.0,365.0,10.0,10.0,cust,42,cust_31,pickup
15,7,197.0,287.0,20.0,10.0,cust,43,cust_32,delivery
-5,5,73.0,163.0,10.0,10.0,cust,44,cust_33,pickup
11,6,273.0,363.0,20.0,10.0,cust,45,cust_34,delivery
2,13,162.0,252.0,10.0,10.0,cust,46,cust_35,pickup
21,15,78.0,168.0,10.0,10.0,cust,47,cust_36,delivery
14,16,246.0,336.0,20.0,10.0,cust,48,cust_37,pickup
-9,-10,279.0,369.0,20.0,10.0,cust,49,cust_38,delivery
4,5,270.0,360.0,20.0,10.0,cust,50,cust_39,pickup
-8,19,281.0,371.0,10.0,10.0,cust,51,cust_40,delivery
-5,6,118.0,208.0,20.0,10.0,cust,52,cust_41,pickup
-1,-23,305.0,395.0,20.0,10.0,cust,53,cust_42,delivery
-16,5,330.0,420.0,10.0,10.0,cust,54,cust_43,pickup
20,19,84.0,174.0,10.0,10.0,cust,55,cust_44,delivery
1,-1,215.0,305.0,10.0,10.0,cust,56,cust_45,pickup
-2,-5,169.0,259.0,20.0,10.0,cust,57,cust_46,delivery
6,9,300.0,390.0,20.0,10.0,cust,58,cust_47,pickup
1,-1,255.0,345.0,20.0,10.0,cust,59,cust_48,delivery
-23,-1,260.0,350.0,10.0,10.0,cust,60,cust_49,pickup
