latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
32,15,,,,0.0,depot,1,depot_0,
6,39,,,,0.0,depot,2,depot_1,
-31,7,,,,0.0,depot,3,depot_2,
-33,-3,,,,0.0,depot,4,depot_3,
-10,-38,,,,0.0,depot,5,depot_4,
19,-29,,,,0.0,depot,6,depot_5,
24,4,,,,10.0,sat,7,sat_0_0,
-24,3,,,,10.0,sat,8,sat_1_0,
-22,-7,,,,10.0,sat,9,sat_2_0,
4,-22,,,,10.0,sat,10,sat_3_0,
1,-1,103.0,123.0,10.0,10.0,cust,11,cust_0,delivery
11,-9,136.0,156.0,20.0,10.0,cust,12,cust_1,pickup
20,7,104.0,124.0,10.0,10.0,cust,13,cust_2,delivery
-4,-12,128.0,148.0,10.0,10.0,cust,14,cust_3,pickup
-2,-4,76.0,96.0,20.0,10.0,cust,15,cust_4,delivery
-10,5,64.0,84.0,20.0,10.0,cust,16,cust_5,pickup
-5,8,213.0,233.0,10.0,10.0,cust,17,cust_6,delivery
21,16,255.0,275.0,10.0,10.0,cust,18,cust_7,pickup
-25,-6,93.0,113.0,20.0,10.0,cust,19,cust_8,delivery
17,11,112.0,132.0,20.0,10.0,cust,20,cust_9,pickup
8,8,72.0,92.0,10.0,10.0,cust,21,cust_10,delivery
-10,1,49.0,69.0,10.0,10.0,cust,22,cust_11,pickup
1,3,225.0,245.0,10.0,10.0,cust,23,cust_12,delivery
10,4,224.0,244.0,10.0,10.0,cust,24,cust_13,pickup
-18,-16,203.0,223.0,10.0,10.0,cust,25,cust_14,delivery
1,-13,194.0,214.0,20.0,10.0,cust,26,cust_15,pickup
24,-4,252.0,272.0,10.0,10.0,cust,27,cust_16,delivery
11,-26,209.0,229.0,20.0,10.0,cust,28,cust_17,pickup
-7,23,255.0,275.0,20.0,10.0,cust,29,cust_18,delivery
-1,2,59.0,79.0,10.0,10.0,cust,30,cust_19,pickup
8,9,184.0,204.0,10.0,10.0,cust,31,cust_20,delivery
-28,-8,31.0,51.0,20.0,10.0,cust,32,cust_21,pickup
-11,11,252.0,272.0,10.0,10.0,cust,33,cust_22,delivery
-7,-2,151.0,171.0,10.0,10.0,cust,34,cust_23,pickup
-18,9,70.0,90.0,10.0,10.0,cust,35,cust_24,delivery
-21,-17,91.0,111.0,10.0,10.0,cust,36,cust_25,pickup
9,21,156.0,176.0,10.0,10.0,cust,37,cust_26,delivery
11,10,238.0,258.0,20.0,10.0,cust,38,cust_27,pickup
-8,5,38.0,58.0,10.0,10.0,cust,39,cust_28,delivery
20,-3,74.0,94.0,20.0,10.0,cust,40,cust_29,pickup
-9,-17,154.0,174.0,10.0,10.0,cust,41,cust_30,delivery
-18,-20,113.0,133.0,20.0,10.0,cust,42,cust_31,pickup
22,-4,106.0,126.0,20.0,10.0,cust,43,cust_32,delivery
-9,-13,193.0,213.0,20.0,10.0,cust,44,cust_33,pickup
2,-7,224.0,244.0,10.0,10.0,cust,45,cust_34,delivery
9,-8,119.0,139.0,20.0,10.0,cust,46,cust_35,pickup
3,-22,220.0,240.0,20.0,10.0,cust,47,cust_36,delivery
9,9,32.0,52.0,20.0,10.0,cust,48,cust_37,pickup
11,-3,177.0,197.0,10.0,10.0,cust,49,cust_38,delivery
-19,14,235.0,255.0,10.0,10.0,cust,50,cust_39,pickup
0,0,67.0,87.0,10.0,10.0,cust,51,cust_40,delivery
1,-3,35.0,55.0,10.0,10.0,cust,52,cust_41,pickup
-7,0,181.0,201.0,20.0,10.0,cust,53,cust_42,delivery
3,-8,121.0,141.0,10.0,10.0,cust,54,cust_43,pickup
3,-2,72.0,92.0,10.0,10.0,cust,55,cust_44,delivery
-10,8,110.0,130.0,20.0,10.0,cust,56,cust_45,pickup
1,0,93.0,113.0,10.0,10.0,cust,57,cust_46,delivery
-2,4,121.0,141.0,20.0,10.0,cust,58,cust_47,pickup
9,26,250.0,270.0,20.0,10.0,cust,59,cust_48,delivery
-8,1,150.0,170.0,20.0,10.0,cust,60,cust_49,pickup
