latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
-4,39,,,,0.0,depot,1,depot_0,
11,-29,,,,0.0,depot,2,depot_1,
21,7,,,,10.0,sat,3,sat_0_0,
-23,-7,,,,10.0,sat,4,sat_1_0,
2,-24,,,,10.0,sat,5,sat_2_0,
-7,-18,324.0,344.0,10.0,10.0,cust,6,cust_0,delivery
2,-4,83.0,103.0,10.0,10.0,cust,7,cust_1,pickup
-5,0,266.0,286.0,10.0,10.0,cust,8,cust_2,delivery
-5,27,331.0,351.0,10.0,10.0,cust,9,cust_3,pickup
20,-22,100.0,120.0,20.0,10.0,cust,10,cust_4,delivery
5,-8,295.0,315.0,10.0,10.0,cust,11,cust_5,pickup
0,-3,200.0,220.0,10.0,10.0,cust,12,cust_6,delivery
17,-19,338.0,358.0,10.0,10.0,cust,13,cust_7,pickup
1,-1,317.0,337.0,20.0,10.0,cust,14,cust_8,delivery
4,16,143.0,163.0,20.0,10.0,cust,15,cust_9,pickup
15,-14,73.0,93.0,20.0,10.0,cust,16,cust_10,delivery
4,15,242.0,262.0,10.0,10.0,cust,17,cust_11,pickup
21,-9,108.0,128.0,10.0,10.0,cust,18,cust_12,delivery
7,18,119.0,139.0,10.0,10.0,cust,19,cust_13,pickup
0,-3,340.0,360.0,10.0,10.0,cust,20,cust_14,delivery
-11,-10,198.0,218.0,10.0,10.0,cust,21,cust_15,pickup
2,-2,254.0,274.0,10.0,10.0,cust,22,cust_16,delivery
-1,-25,353.0,373.0,10.0,10.0,cust,23,cust_17,pickup
-8,-7,228.0,248.0,20.0,10.0,cust,24,cust_18,delivery
1,-2,311.0,331.0,20.0,10.0,cust,25,cust_19,pickup
24,0,268.0,288.0,20.0,10.0,cust,26,cust_20,delivery
11,3,131.0,151.0,10.0,10.0,cust,27,cust_21,pickup
0,-2,110.0,130.0,10.0,10.0,cust,28,cust_22,delivery
-23,-13,275.0,295.0,10.0,10.0,cust,29,cust_23,pickup
1,-2,210.0,230.0,10.0,10.0,cust,30,cust_24,delivery
5,-6,210.0,230.0,10.0,10.0,cust,31,cust_25,pickup
2,-3,224.0,244.0,20.0,10.0,cust,32,cust_26,delivery
6,-18,305.0,325.0,20.0,10.0,cust,33,cust_27,pickup
-2,4,356.0,376.0,10.0,10.0,cust,34,cust_28,delivery
25,1,118.0,138.0,20.0,10.0,cust,35,cust_29,pickup
