latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
5,33,,,,0.0,depot,1,depot_0,
-34,8,,,,0.0,depot,2,depot_1,
27,-26,,,,0.0,depot,3,depot_2,
21,9,,,,10.0,sat,4,sat_0_0,
-14,17,,,,10.0,sat,5,sat_1_0,
-20,-3,,,,10.0,sat,6,sat_2_0,
7,-23,,,,10.0,sat,7,sat_3_0,
19,-14,,,,10.0,sat,8,sat_4_0,
-15,-16,87.0,107.0,11.0,10.0,cust,9,cust_0,delivery
23,-18,144.0,164.0,17.0,10.0,cust,10,cust_1,pickup
-5,-13,101.0,121.0,16.0,10.0,cust,11,cust_2,delivery
8,-10,51.0,71.0,14.0,10.0,cust,12,cust_3,pickup
0,2,29.0,49.0,9.0,10.0,cust,13,cust_4,delivery
-20,-16,211.0,231.0,20.0,10.0,cust,14,cust_5,pickup
5,2,152.0,172.0,24.0,10.0,cust,15,cust_6,delivery
0,-5,112.0,132.0,24.0,10.0,cust,16,cust_7,pickup
-14,1,108.0,128.0,20.0,10.0,cust,17,cust_8,delivery
8,-19,151.0,171.0,9.0,10.0,cust,18,cust_9,pickup
-9,-7,95.0,115.0,6.0,10.0,cust,19,cust_10,delivery
18,10,215.0,235.0,22.0,10.0,cust,20,cust_11,pickup
8,17,111.0,131.0,21.0,10.0,cust,21,cust_12,delivery
1,2,255.0,275.0,9.0,10.0,cust,22,cust_13,pickup
-2,1,139.0,159.0,8.0,10.0,cust,23,cust_14,delivery
-2,1,202.0,222.0,7.0,10.0,cust,24,cust_15,pickup
-9,-2,228.0,248.0,9.0,10.0,cust,25,cust_16,delivery
3,4,198.0,218.0,9.0,10.0,cust,26,cust_17,pickup
14,13,135.0,155.0,15.0,10.0,cust,27,cust_18,delivery
-9,-20,34.0,54.0,15.0,10.0,cust,28,cust_19,pickup
-11,21,228.0,248.0,18.0,10.0,cust,29,cust_20,delivery
2,4,98.0,118.0,23.0,10.0,cust,30,cust_21,pickup
3,-2,86.0,106.0,9.0,10.0,cust,31,cust_22,delivery
-9,19,200.0,220.0,21.0,10.0,cust,32,cust_23,pickup
9,1,214.0,234.0,10.0,10.0,cust,33,cust_24,delivery
7,-18,146.0,166.0,18.0,10.0,cust,34,cust_25,pickup
12,-20,65.0,85.0,10.0,10.0,cust,35,cust_26,delivery
-5,-3,213.0,233.0,14.0,10.0,cust,36,cust_27,pickup
14,3,69.0,89.0,7.0,10.0,cust,37,cust_28,delivery
0,0,253.0,273.0,6.0,10.0,cust,38,cust_29,pickup
13,-2,29.0,49.0,22.0,10.0,cust,39,cust_30,delivery
-1,-1,246.0,266.0,19.0,10.0,cust,40,cust_31,pickup
15,-16,242.0,262.0,21.0,10.0,cust,41,cust_32,delivery
3,2,193.0,213.0,21.0,10.0,cust,42,cust_33,pickup
-27,-14,253.0,273.0,15.0,10.0,cust,43,cust_34,delivery
-1,-2,140.0,160.0,6.0,10.0,cust,44,cust_35,pickup
-12,18,23.0,43.0,9.0,10.0,cust,45,cust_36,delivery
-7,10,240.0,260.0,7.0,10.0,cust,46,cust_37,pickup
-6,23,216.0,236.0,15.0,10.0,cust,47,cust_38,delivery
-9,15,112.0,132.0,20.0,10.0,cust,48,cust_39,pickup
-2,-26,39.0,59.0,17.0,10.0,cust,49,cust_40,delivery
5,-18,141.0,161.0,12.0,10.0,cust,50,cust_41,pickup
-2,3,257.0,277.0,19.0,10.0,cust,51,cust_42,delivery
-2,-22,31.0,51.0,7.0,10.0,cust,52,cust_43,pickup
21,1,82.0,102.0,15.0,10.0,cust,53,cust_44,delivery
-1,-1,258.0,278.0,20.0,10.0,cust,54,cust_45,pickup
-5,-17,257.0,277.0,6.0,10.0,cust,55,cust_46,delivery
-3,-2,155.0,175.0,10.0,10.0,cust,56,cust_47,pickup
8,-1,190.0,210.0,8.0,10.0,cust,57,cust_48,delivery
1,1,99.0,119.0,18.0,10.0,cust,58,cust_49,pickup
