latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
28,19,,,,0.0,depot,1,depot_0,
14,33,,,,0.0,depot,2,depot_1,
-38,8,,,,0.0,depot,3,depot_2,
-30,-27,,,,0.0,depot,4,depot_3,
7,-33,,,,0.0,depot,5,depot_4,
29,-14,,,,0.0,depot,6,depot_5,
2,20,,,,10.0,sat,7,sat_0_0,
-11,18,,,,10.0,sat,8,sat_1_0,
-23,-2,,,,10.0,sat,9,sat_2_0,
20,-6,,,,10.0,sat,10,sat_3_0,
6,-15,332.0,422.0,20.0,10.0,cust,11,cust_0,delivery
-4,-3,293.0,383.0,10.0,10.0,cust,12,cust_1,pickup
25,1,183.0,273.0,20.0,10.0,cust,13,cust_2,delivery
-1,-18,316.0,406.0,10.0,10.0,cust,14,cust_3,pickup
-13,3,157.0,247.0,10.0,10.0,cust,15,cust_4,delivery
15,-13,245.0,335.0,20.0,10.0,cust,16,cust_5,pickup
-15,-21,142.0,232.0,20.0,10.0,cust,17,cust_6,delivery
16,17,299.0,389.0,20.0,10.0,cust,18,cust_7,pickup
-1,0,236.0,326.0,10.0,10.0,cust,19,cust_8,delivery
-10,-21,353.0,443.0,10.0,10.0,cust,20,cust_9,pickup
-19,11,303.0,393.0,20.0,10.0,cust,21,cust_10,delivery
-2,-2,222.0,312.0,20.0,10.0,cust,22,cust_11,pickup
2,3,303.0,393.0,10.0,10.0,cust,23,cust_12,delivery
24,12,354.0,444.0,10.0,10.0,cust,24,cust_13,pickup
-2,0,169.0,259.0,10.0,10.0,cust,25,cust_14,delivery
-14,3,245.0,335.0,20.0,10.0,cust,26,cust_15,pickup
-2,24,190.0,280.0,20.0,10.0,cust,27,cust_16,delivery
-10,12,83.0,173.0,20.0,10.0,cust,28,cust_17,pickup
14,-9,210.0,300.0,20.0,10.0,cust,29,cust_18,delivery
-10,9,65.0,155.0,20.0,10.0,cust,30,cust_19,pickup
-6,2,271.0,361.0,10.0,10.0,cust,31,cust_20,delivery
-1,-1,334.0,424.0,20.0,10.0,cust,32,cust_21,pickup
