latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
18,30,,,,0.0,depot,1,depot_0,
8,-29,,,,0.0,depot,2,depot_1,
-6,20,,,,10.0,sat,3,sat_0_0,
-22,4,,,,10.0,sat,4,sat_1_0,
1,-24,,,,10.0,sat,5,sat_2_0,
1,0,69.0,89.0,12.0,10.0,cust,6,cust_0,delivery
-3,-19,99.0,119.0,10.0,10.0,cust,7,cust_1,pickup
8,-13,256.0,276.0,11.0,10.0,cust,8,cust_2,delivery
-5,21,196.0,216.0,19.0,10.0,cust,9,cust_3,pickup
13,-9,147.0,167.0,14.0,10.0,cust,10,cust_4,delivery
-14,25,217.0,237.0,20.0,10.0,cust,11,cust_5,pickup
7,25,158.0,178.0,19.0,10.0,cust,12,cust_6,delivery
-8,15,121.0,141.0,16.0,10.0,cust,13,cust_7,pickup
6,-18,102.0,122.0,20.0,10.0,cust,14,cust_8,delivery
-16,19,217.0,237.0,5.0,10.0,cust,15,cust_9,pickup
-18,17,55.0,75.0,7.0,10.0,cust,16,cust_10,delivery
-5,23,29.0,49.0,6.0,10.0,cust,17,cust_11,pickup
-23,12,119.0,139.0,8.0,10.0,cust,18,cust_12,delivery
-20,4,222.0,242.0,23.0,10.0,cust,19,cust_13,pickup
29,5,233.0,253.0,5.0,10.0,cust,20,cust_14,delivery
4,2,245.0,265.0,17.0,10.0,cust,21,cust_15,pickup
1,3,248.0,268.0,10.0,10.0,cust,22,cust_16,delivery
3,-1,218.0,238.0,16.0,10.0,cust,23,cust_17,pickup
-1,-3,108.0,128.0,12.0,10.0,cust,24,cust_18,delivery
26,-5,97.0,117.0,23.0,10.0,cust,25,cust_19,pickup
-4,-5,226.0,246.0,19.0,10.0,cust,26,cust_20,delivery
9,12,195.0,215.0,11.0,10.0,cust,27,cust_21,pickup
-9,24,95.0,115.0,14.0,10.0,cust,28,cust_22,delivery
13,5,46.0,66.0,11.0,10.0,cust,29,cust_23,pickup
15,-18,154.0,174.0,12.0,10.0,cust,30,cust_24,delivery
22,2,67.0,87.0,20.0,10.0,cust,31,cust_25,pickup
-12,4,254.0,274.0,20.0,10.0,cust,32,cust_26,delivery
-2,-4,229.0,249.0,13.0,10.0,cust,33,cust_27,pickup
17,-14,113.0,133.0,7.0,10.0,cust,34,cust_28,delivery
-22,19,81.0,101.0,21.0,10.0,cust,35,cust_29,pickup
6,-1,30.0,50.0,16.0,10.0,cust,36,cust_30,delivery
13,-20,218.0,238.0,10.0,10.0,cust,37,cust_31,pickup
2,6,152.0,172.0,21.0,10.0,cust,38,cust_32,delivery
-2,0,47.0,67.0,24.0,10.0,cust,39,cust_33,pickup
-8,17,52.0,72.0,10.0,10.0,cust,40,cust_34,delivery
-6,-11,236.0,256.0,12.0,10.0,cust,41,cust_35,pickup
21,20,166.0,186.0,20.0,10.0,cust,42,cust_36,delivery
-17,-9,255.0,275.0,8.0,10.0,cust,43,cust_37,pickup
17,5,219.0,239.0,19.0,10.0,cust,44,cust_38,delivery
16,-23,225.0,245.0,16.0,10.0,cust,45,cust_39,pickup
0,10,163.0,183.0,23.0,10.0,cust,46,cust_40,delivery
9,-10,258.0,278.0,20.0,10.0,cust,47,cust_41,pickup
4,12,89.0,109.0,9.0,10.0,cust,48,cust_42,delivery
27,10,134.0,154.0,21.0,10.0,cust,49,cust_43,pickup
20,-9,170.0,190.0,14.0,10.0,cust,50,cust_44,delivery
-7,-1,61.0,81.0,20.0,10.0,cust,51,cust_45,pickup
