latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
26,30,,,,0.0,depot,1,depot_0,
-7,30,,,,0.0,depot,2,depot_1,
-31,21,,,,0.0,depot,3,depot_2,
-30,-17,,,,0.0,depot,4,depot_3,
11,-35,,,,0.0,depot,5,depot_4,
30,-16,,,,0.0,depot,6,depot_5,
6,21,,,,10.0,sat,7,sat_0_0,
-24,2,,,,10.0,sat,8,sat_1_0,
-9,-22,,,,10.0,sat,9,sat_2_0,
16,-13,,,,10.0,sat,10,sat_3_0,
13,3,230.0,250.0,10.0,10.0,cust,11,cust_0,delivery
14,4,114.0,134.0,20.0,10.0,cust,12,cust_1,pickup
0,-3,208.0,228.0,10.0,10.0,cust,13,cust_2,delivery
-2,14,121.0,141.0,10.0,10.0,cust,14,cust_3,pickup
5,-24,241.0,261.0,10.0,10.0,cust,15,cust_4,delivery
-23,10,142.0,162.0,10.0,10.0,cust,16,cust_5,pickup
-4,13,176.0,196.0,20.0,10.0,cust,17,cust_6,delivery
-5,-6,183.0,203.0,20.0,10.0,cust,18,cust_7,pickup
-21,20,106.0,126.0,10.0,10.0,cust,19,cust_8,delivery
2,-4,174.0,194.0,20.0,10.0,cust,20,cust_9,pickup
23,-4,51.0,71.0,20.0,10.0,cust,21,cust_10,delivery
-6,-21,244.0,264.0,20.0,10.0,cust,22,cust_11,pickup
15,21,244.0,264.0,10.0,10.0,cust,23,cust_12,delivery
1,-26,181.0,201.0,20.0,10.0,cust,24,cust_13,pickup
-2,-3,111.0,131.0,10.0,10.0,cust,25,cust_14,delivery
