latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
40,3,,,,0.0,depot,1,depot_0,
14,30,,,,0.0,depot,2,depot_1,
-26,16,,,,0.0,depot,3,depot_2,
-33,-16,,,,0.0,depot,4,depot_3,
13,-32,,,,0.0,depot,5,depot_4,
36,-8,,,,0.0,depot,6,depot_5,
4,24,,,,10.0,sat,7,sat_0_0,
-21,11,,,,10.0,sat,8,sat_1_0,
-25,-4,,,,10.0,sat,9,sat_2_0,
20,-5,,,,10.0,sat,10,sat_3_0,
-7,-11,353.0,373.0,10.0,10.0,cust,11,cust_0,delivery
-19,9,316.0,336.0,20.0,10.0,cust,12,cust_1,pickup
6,0,126.0,146.0,20.0,10.0,cust,13,cust_2,delivery
10,-1,140.0,160.0,10.0,10.0,cust,14,cust_3,pickup
0,21,258.0,278.0,10.0,10.0,cust,15,cust_4,delivery
3,0,98.0,118.0,10.0,10.0,cust,16,cust_5,pickup
9,-28,124.0,144.0,20.0,10.0,cust,17,cust_6,delivery
-5,-6,66.0,86.0,20.0,10.0,cust,18,cust_7,pickup
8,19,311.0,331.0,20.0,10.0,cust,19,cust_8,delivery
-16,-8,219.0,239.0,10.0,10.0,cust,20,cust_9,pickup
-5,-1,295.0,315.0,20.0,10.0,cust,21,cust_10,delivery
-21,-13,61.0,81.0,10.0,10.0,cust,22,cust_11,pickup
4,-13,150.0,170.0,10.0,10.0,cust,23,cust_12,delivery
13,3,241.0,261.0,20.0,10.0,cust,24,cust_13,pickup
20,-7,111.0,131.0,10.0,10.0,cust,25,cust_14,delivery
6,5,287.0,307.0,20.0,10.0,cust,26,cust_15,pickup
2,-3,250.0,270.0,20.0,10.0,cust,27,cust_16,delivery
7,-7,102.0,122.0,10.0,10.0,cust,28,cust_17,pickup
10,-11,249.0,269.0,20.0,10.0,cust,29,cust_18,delivery
5,13,278.0,298.0,10.0,10.0,cust,30,cust_19,pickup
-6,-9,185.0,205.0,10.0,10.0,cust,31,cust_20,delivery
-11,13,246.0,266.0,10.0,10.0,cust,32,cust_21,pickup
-4,18,338.0,358.0,20.0,10.0,cust,33,cust_22,delivery
-2,-5,266.0,286.0,10.0,10.0,cust,34,cust_23,pickup
-23,1,214.0,234.0,20.0,10.0,cust,35,cust_24,delivery
5,-24,110.0,130.0,10.0,10.0,cust,36,cust_25,pickup
-16,-17,327.0,347.0,10.0,10.0,cust,37,cust_26,delivery
-16,-13,297.0,317.0,20.0,10.0,cust,38,cust_27,pickup
-11,0,183.0,203.0,10.0,10.0,cust,39,cust_28,delivery
-6,-2,95.0,115.0,20.0,10.0,cust,40,cust_29,pickup
