latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
19,34,,,,0.0,depot,1,depot_0,
-29,7,,,,0.0,depot,2,depot_1,
30,-22,,,,0.0,depot,3,depot_2,
22,2,,,,10.0,sat,4,sat_0_0,
-6,20,,,,10.0,sat,5,sat_1_0,
-18,-9,,,,10.0,sat,6,sat_2_0,
1,-22,,,,10.0,sat,7,sat_3_0,
15,-17,,,,10.0,sat,8,sat_4_0,
0,-19,82.0,102.0,10.0,10.0,cust,9,cust_0,delivery
-12,-6,116.0,136.0,10.0,10.0,cust,10,cust_1,pickup
-5,-18,131.0,151.0,10.0,10.0,cust,11,cust_2,delivery
1,-1,186.0,206.0,20.0,10.0,cust,12,cust_3,pickup
9,9,72.0,92.0,20.0,10.0,cust,13,cust_4,delivery
2,1,155.0,175.0,10.0,10.0,cust,14,cust_5,pickup
-1,7,246.0,266.0,20.0,10.0,cust,15,cust_6,delivery
13,10,177.0,197.0,20.0,10.0,cust,16,cust_7,pickup
14,-8,78.0,98.0,10.0,10.0,cust,17,cust_8,delivery
3,-20,71.0,91.0,10.0,10.0,cust,18,cust_9,pickup
-5,-2,139.0,159.0,10.0,10.0,cust,19,cust_10,delivery
5,15,247.0,267.0,20.0,10.0,cust,20,cust_11,pickup
-4,-10,142.0,162.0,10.0,10.0,cust,21,cust_12,delivery
-9,10,249.0,269.0,10.0,10.0,cust,22,cust_13,pickup
-18,-16,73.0,93.0,10.0,10.0,cust,23,cust_14,delivery
7,-28,201.0,221.0,10.0,10.0,cust,24,cust_15,pickup
0,1,140.0,160.0,20.0,10.0,cust,25,cust_16,delivery
7,-6,95.0,115.0,10.0,10.0,cust,26,cust_17,pickup
9,-13,255.0,275.0,20.0,10.0,cust,27,cust_18,delivery
-2,12,62.0,82.0,10.0,10.0,cust,28,cust_19,pickup
2,0,249.0,269.0,20.0,10.0,cust,29,cust_20,delivery
-3,-16,179.0,199.0,20.0,10.0,cust,30,cust_21,pickup
1,6,106.0,126.0,10.0,10.0,cust,31,cust_22,delivery
13,4,47.0,67.0,20.0,10.0,cust,32,cust_23,pickup
-1,-19,210.0,230.0,10.0,10.0,cust,33,cust_24,delivery
0,-4,66.0,86.0,20.0,10.0,cust,34,cust_25,pickup
-20,12,166.0,186.0,10.0,10.0,cust,35,cust_26,delivery
-1,-1,82.0,102.0,20.0,10.0,cust,36,cust_27,pickup
-1,6,37.0,57.0,10.0,10.0,cust,37,cust_28,delivery
-1,-4,215.0,235.0,20.0,10.0,cust,38,cust_29,pickup
13,5,156.0,176.0,10.0,10.0,cust,39,cust_30,delivery
1,-2,257.0,277.0,10.0,10.0,cust,40,cust_31,pickup
-14,15,236.0,256.0,20.0,10.0,cust,41,cust_32,delivery
5,8,48.0,68.0,20.0,10.0,cust,42,cust_33,pickup
6,-9,166.0,186.0,20.0,10.0,cust,43,cust_34,delivery
14,14,101.0,121.0,20.0,10.0,cust,44,cust_35,pickup
3,-1,114.0,134.0,10.0,10.0,cust,45,cust_36,delivery
7,-8,92.0,112.0,10.0,10.0,cust,46,cust_37,pickup
7,-21,157.0,177.0,20.0,10.0,cust,47,cust_38,delivery
-17,-13,237.0,257.0,20.0,10.0,cust,48,cust_39,pickup
-27,10,166.0,186.0,10.0,10.0,cust,49,cust_40,delivery
6,-12,47.0,67.0,10.0,10.0,cust,50,cust_41,pickup
-17,11,190.0,210.0,10.0,10.0,cust,51,cust_42,delivery
-1,10,217.0,237.0,10.0,10.0,cust,52,cust_43,pickup
-6,-20,133.0,153.0,10.0,10.0,cust,53,cust_44,delivery
-15,-13,209.0,229.0,20.0,10.0,cust,54,cust_45,pickup
4,-8,167.0,187.0,10.0,10.0,cust,55,cust_46,delivery
1,5,177.0,197.0,10.0,10.0,cust,56,cust_47,pickup
-2,1,195.0,215.0,10.0,10.0,cust,57,cust_48,delivery
-13,6,255.0,275.0,10.0,10.0,cust,58,cust_49,pickup
