latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
4,40,,,,0.0,depot,1,depot_0,
33,-14,,,,0.0,depot,2,depot_1,
7,19,,,,10.0,sat,3,sat_0_0,
-19,7,,,,10.0,sat,4,sat_1_0,
15,-16,,,,10.0,sat,5,sat_2_0,
21,9,151.0,171.0,18.0,10.0,cust,6,cust_0,delivery
3,-25,232.0,252.0,17.0,10.0,cust,7,cust_1,pickup
0,-7,203.0,223.0,11.0,10.0,cust,8,cust_2,delivery
-4,-21,225.0,245.0,20.0,10.0,cust,9,cust_3,pickup
1,1,113.0,133.0,8.0,10.0,cust,10,cust_4,delivery
-7,-20,50.0,70.0,13.0,10.0,cust,11,cust_5,pickup
10,-2,186.0,206.0,5.0,10.0,cust,12,cust_6,delivery
11,8,196.0,216.0,19.0,10.0,cust,13,cust_7,pickup
4,-2,62.0,82.0,5.0,10.0,cust,14,cust_8,delivery
-28,-2,69.0,89.0,17.0,10.0,cust,15,cust_9,pickup
3,1,186.0,206.0,24.0,10.0,cust,16,cust_10,delivery
2,-13,175.0,195.0,10.0,10.0,cust,17,cust_11,pickup
-8,18,217.0,237.0,8.0,10.0,cust,18,cust_12,delivery
-2,2,152.0,172.0,24.0,10.0,cust,19,cust_13,pickup
19,15,227.0,247.0,10.0,10.0,cust,20,cust_14,delivery
7,28,74.0,94.0,9.0,10.0,cust,21,cust_15,pickup
-16,-14,40.0,60.0,20.0,10.0,cust,22,cust_16,delivery
-21,1,47.0,67.0,10.0,10.0,cust,23,cust_17,pickup
6,8,32.0,52.0,23.0,10.0,cust,24,cust_18,delivery
6,23,132.0,152.0,17.0,10.0,cust,25,cust_19,pickup
4,-2,56.0,76.0,8.0,10.0,cust,26,cust_20,delivery
-2,-6,59.0,79.0,17.0,10.0,cust,27,cust_21,pickup
2,1,192.0,212.0,23.0,10.0,cust,28,cust_22,delivery
-2,-1,150.0,170.0,6.0,10.0,cust,29,cust_23,pickup
7,-2,88.0,108.0,11.0,10.0,cust,30,cust_24,delivery
0,1,175.0,195.0,23.0,10.0,cust,31,cust_25,pickup
28,7,234.0,254.0,10.0,10.0,cust,32,cust_26,delivery
10,-1,65.0,85.0,14.0,10.0,cust,33,cust_27,pickup
-9,-20,152.0,172.0,7.0,10.0,cust,34,cust_28,delivery
-8,6,47.0,67.0,20.0,10.0,cust,35,cust_29,pickup
-9,-1,58.0,78.0,19.0,10.0,cust,36,cust_30,delivery
-4,12,177.0,197.0,24.0,10.0,cust,37,cust_31,pickup
22,7,162.0,182.0,12.0,10.0,cust,38,cust_32,delivery
-7,28,64.0,84.0,16.0,10.0,cust,39,cust_33,pickup
-17,-17,191.0,211.0,8.0,10.0,cust,40,cust_34,delivery
-5,-6,77.0,97.0,13.0,10.0,cust,41,cust_35,pickup
-17,-18,134.0,154.0,8.0,10.0,cust,42,cust_36,delivery
-13,11,166.0,186.0,5.0,10.0,cust,43,cust_37,pickup
12,4,137.0,157.0,11.0,10.0,cust,44,cust_38,delivery
2,-3,98.0,118.0,18.0,10.0,cust,45,cust_39,pickup
-11,15,161.0,181.0,8.0,10.0,cust,46,cust_40,delivery
-6,10,229.0,249.0,5.0,10.0,cust,47,cust_41,pickup
-8,-8,103.0,123.0,16.0,10.0,cust,48,cust_42,delivery
-1,6,35.0,55.0,24.0,10.0,cust,49,cust_43,pickup
2,2,164.0,184.0,19.0,10.0,cust,50,cust_44,delivery
-4,-3,104.0,124.0,16.0,10.0,cust,51,cust_45,pickup
3,1,98.0,118.0,8.0,10.0,cust,52,cust_46,delivery
-22,12,148.0,168.0,21.0,10.0,cust,53,cust_47,pickup
-8,-8,145.0,165.0,17.0,10.0,cust,54,cust_48,delivery
6,5,37.0,57.0,10.0,10.0,cust,55,cust_49,pickup
