latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
26,17,,,,0.0,depot,1,depot_0,
-33,-13,,,,0.0,depot,2,depot_1,
16,14,,,,10.0,sat,3,sat_0_0,
-24,-3,,,,10.0,sat,4,sat_1_0,
4,-21,,,,10.0,sat,5,sat_2_0,
-16,2,104.0,194.0,20.0,10.0,cust,6,cust_0,delivery
2,-7,73.0,163.0,20.0,10.0,cust,7,cust_1,pickup
-18,24,327.0,417.0,10.0,10.0,cust,8,cust_2,delivery
15,-4,152.0,242.0,20.0,10.0,cust,9,cust_3,pickup
-10,-16,218.0,308.0,10.0,10.0,cust,10,cust_4,delivery
5,-16,252.0,342.0,10.0,10.0,cust,11,cust_5,pickup
-8,16,76.0,166.0,10.0,10.0,cust,12,cust_6,delivery
7,-7,194.0,284.0,20.0,10.0,cust,13,cust_7,pickup
-16,13,92.0,182.0,20.0,10.0,cust,14,cust_8,delivery
-3,2,74.0,164.0,20.0,10.0,cust,15,cust_9,pickup
10,16,339.0,429.0,10.0,10.0,cust,16,cust_10,delivery
-6,17,237.0,327.0,20.0,10.0,cust,17,cust_11,pickup
-7,-23,303.0,393.0,10.0,10.0,cust,18,cust_12,delivery
-7,-11,113.0,203.0,20.0,10.0,cust,19,cust_13,pickup
-11,-17,156.0,246.0,10.0,10.0,cust,20,cust_14,delivery
