latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
3,36,,,,0.0,depot,1,depot_0,
-33,-8,,,,0.0,depot,2,depot_1,
-11,21,,,,10.0,sat,3,sat_0_0,
-13,-20,,,,10.0,sat,4,sat_1_0,
15,-17,,,,10.0,sat,5,sat_2_0,
-13,-7,178.0,198.0,11.0,10.0,cust,6,cust_0,delivery
-6,-9,145.0,165.0,7.0,10.0,cust,7,cust_1,pickup
-25,3,119.0,139.0,8.0,10.0,cust,8,cust_2,delivery
1,0,55.0,75.0,17.0,10.0,cust,9,cust_3,pickup
5,-14,184.0,204.0,10.0,10.0,cust,10,cust_4,delivery
21,-4,96.0,116.0,15.0,10.0,cust,11,cust_5,pickup
-5,18,253.0,273.0,21.0,10.0,cust,12,cust_6,delivery
8,3,55.0,75.0,9.0,10.0,cust,13,cust_7,pickup
-3,10,214.0,234.0,24.0,10.0,cust,14,cust_8,delivery
-5,-3,96.0,116.0,11.0,10.0,cust,15,cust_9,pickup
7,15,173.0,193.0,16.0,10.0,cust,16,cust_10,delivery
-12,20,201.0,221.0,22.0,10.0,cust,17,cust_11,pickup
0,4,45.0,65.0,24.0,10.0,cust,18,cust_12,delivery
-1,16,186.0,206.0,15.0,10.0,cust,19,cust_13,pickup
7,-25,86.0,106.0,18.0,10.0,cust,20,cust_14,delivery
-21,2,112.0,132.0,10.0,10.0,cust,21,cust_15,pickup
-1,0,203.0,223.0,11.0,10.0,cust,22,cust_16,delivery
-11,-10,244.0,264.0,10.0,10.0,cust,23,cust_17,pickup
0,0,204.0,224.0,14.0,10.0,cust,24,cust_18,delivery
-22,10,256.0,276.0,11.0,10.0,cust,25,cust_19,pickup
9,-2,127.0,147.0,18.0,10.0,cust,26,cust_20,delivery
6,-20,71.0,91.0,14.0,10.0,cust,27,cust_21,pickup
-9,0,68.0,88.0,13.0,10.0,cust,28,cust_22,delivery
3,-1,244.0,264.0,18.0,10.0,cust,29,cust_23,pickup
-4,-6,198.0,218.0,8.0,10.0,cust,30,cust_24,delivery
9,15,77.0,97.0,16.0,10.0,cust,31,cust_25,pickup
-2,-3,35.0,55.0,8.0,10.0,cust,32,cust_26,delivery
-29,8,123.0,143.0,16.0,10.0,cust,33,cust_27,pickup
22,18,176.0,196.0,10.0,10.0,cust,34,cust_28,delivery
13,0,194.0,214.0,13.0,10.0,cust,35,cust_29,pickup
19,-5,150.0,170.0,18.0,10.0,cust,36,cust_30,delivery
-3,0,137.0,157.0,5.0,10.0,cust,37,cust_31,pickup
7,12,54.0,74.0,9.0,10.0,cust,38,cust_32,delivery
3,6,119.0,139.0,16.0,10.0,cust,39,cust_33,pickup
29,-1,220.0,240.0,8.0,10.0,cust,40,cust_34,delivery
-1,-6,137.0,157.0,9.0,10.0,cust,41,cust_35,pickup
-10,-15,211.0,231.0,14.0,10.0,cust,42,cust_36,delivery
14,-12,169.0,189.0,8.0,10.0,cust,43,cust_37,pickup
24,12,162.0,182.0,9.0,10.0,cust,44,cust_38,delivery
0,10,84.0,104.0,14.0,10.0,cust,45,cust_39,pickup
21,19,132.0,152.0,20.0,10.0,cust,46,cust_40,delivery
0,24,118.0,138.0,13.0,10.0,cust,47,cust_41,pickup
26,12,104.0,124.0,22.0,10.0,cust,48,cust_42,delivery
-9,-8,212.0,232.0,7.0,10.0,cust,49,cust_43,pickup
-20,9,30.0,50.0,9.0,10.0,cust,50,cust_44,delivery
16,7,84.0,104.0,12.0,10.0,cust,51,cust_45,pickup
9,3,41.0,61.0,11.0,10.0,cust,52,cust_46,delivery
-6,12,126.0,146.0,6.0,10.0,cust,53,cust_47,pickup
-23,-4,83.0,103.0,10.0,10.0,cust,54,cust_48,delivery
-5,0,109.0,129.0,7.0,10.0,cust,55,cust_49,pickup
