latitude,longitude,start TW,end TW,demand,service time,type,index,ID,customer type
28,20,,,,0.0,depot,1,depot_0,
-13,34,,,,0.0,depot,2,depot_1,
-26,29,,,,0.0,depot,3,depot_2,
-26,-23,,,,0.0,depot,4,depot_3,
14,-32,,,,0.0,depot,5,depot_4,
30,-10,,,,0.0,depot,6,depot_5,
21,9,,,,10.0,sat,7,sat_0_0,
-14,16,,,,10.0,sat,8,sat_1_0,
-15,-15,,,,10.0,sat,9,sat_2_0,
11,-17,,,,10.0,sat,10,sat_3_0,
4,-5,159.0,249.0,10.0,10.0,cust,11,cust_0,delivery
-1,9,300.0,390.0,20.0,10.0,cust,12,cust_1,pickup
-3,-5,163.0,253.0,20.0,10.0,cust,13,cust_2,delivery
3,-3,195.0,285.0,20.0,10.0,cust,14,cust_3,pickup
-3,-3,155.0,245.0,20.0,10.0,cust,15,cust_4,delivery
-20,10,315.0,405.0,10.0,10.0,cust,16,cust_5,pickup
0,1,196.0,286.0,10.0,10.0,cust,17,cust_6,delivery
0,1,260.0,350.0,10.0,10.0,cust,18,cust_7,pickup
-9,-1,64.0,154.0,20.0,10.0,cust,19,cust_8,delivery
20,19,206.0,296.0,10.0,10.0,cust,20,cust_9,pickup
20,-4,180.0,270.0,20.0,10.0,cust,21,cust_10,delivery
21,16,133.0,223.0,20.0,10.0,cust,22,cust_11,pickup
-2,9,322.0,412.0,10.0,10.0,cust,23,cust_12,delivery
11,20,90.0,180.0,20.0,10.0,cust,24,cust_13,pickup
-7,24,121.0,211.0,10.0,10.0,cust,25,cust_14,delivery
-20,-3,301.0,391.0,10.0,10.0,cust,26,cust_15,pickup
-6,-7,308.0,398.0,10.0,10.0,cust,27,cust_16,delivery
15,21,278.0,368.0,10.0,10.0,cust,28,cust_17,pickup
-4,-20,202.0,292.0,10.0,10.0,cust,29,cust_18,delivery
-17,-9,93.0,183.0,20.0,10.0,cust,30,cust_19,pickup
19,-12,135.0,225.0,20.0,10.0,cust,31,cust_20,delivery
14,8,119.0,209.0,20.0,10.0,cust,32,cust_21,pickup
11,17,253.0,343.0,10.0,10.0,cust,33,cust_22,delivery
4,4,146.0,236.0,10.0,10.0,cust,34,cust_23,pickup
2,-7,357.0,447.0,20.0,10.0,cust,35,cust_24,delivery
14,16,330.0,420.0,10.0,10.0,cust,36,cust_25,pickup
-1,-13,148.0,238.0,20.0,10.0,cust,37,cust_26,delivery
-21,-6,234.0,324.0,20.0,10.0,cust,38,cust_27,pickup
22,-3,203.0,293.0,10.0,10.0,cust,39,cust_28,delivery
-2,26,74.0,164.0,10.0,10.0,cust,40,cust_29,pickup
-21,15,212.0,302.0,10.0,10.0,cust,41,cust_30,delivery
-11,22,261.0,351.0,10.0,10.0,cust,42,cust_31,pickup
6,-5,316.0,406.0,20.0,10.0,cust,43,cust_32,delivery
1,0,223.0,313.0,20.0,10.0,cust,44,cust_33,pickup
-9,-25,156.0,246.0,10.0,10.0,cust,45,cust_34,delivery
12,-25,234.0,324.0,10.0,10.0,cust,46,cust_35,pickup
-8,26,120.0,210.0,20.0,10.0,cust,47,cust_36,delivery
10,-16,185.0,275.0,10.0,10.0,cust,48,cust_37,pickup
-10,12,126.0,216.0,10.0,10.0,cust,49,cust_38,delivery
11,-4,91.0,181.0,10.0,10.0,cust,50,cust_39,pickup
18,18,307.0,397.0,20.0,10.0,cust,51,cust_40,delivery
-14,0,294.0,384.0,10.0,10.0,cust,52,cust_41,pickup
19,13,268.0,358.0,10.0,10.0,cust,53,cust_42,delivery
6,-14,315.0,405.0,10.0,10.0,cust,54,cust_43,pickup
3,0,236.0,326.0,20.0,10.0,cust,55,cust_44,delivery
19,6,177.0,267.0,20.0,10.0,cust,56,cust_45,pickup
6,14,319.0,409.0,10.0,10.0,cust,57,cust_46,delivery
-7,2,295.0,385.0,10.0,10.0,cust,58,cust_47,pickup
18,11,155.0,245.0,10.0,10.0,cust,59,cust_48,delivery
11,-15,286.0,376.0,20.0,10.0,cust,60,cust_49,pickup
